"region","colour.name","year","stars","notes.sg","entered.by.sg","notes.he","entered.by.he"
"germany","white",1831,5,"","sg","","HNE"
"germany","white",1834,5,"","sg","","HNE"
"germany","white",1842,4,NA,NA,"Likely an error in the book. Listed as 1942","HNE"
"germany","white",1846,5,"","sg","","HNE"
"germany","white",1847,5,"","sg","","HNE"
"germany","white",1857,5,"","sg","","HNE"
"germany","white",1858,5,"","sg","","HNE"
"germany","white",1859,4,NA,NA,"Likely an error in the book. Should be 1959?","HNE"
"germany","white",1861,5,"","sg","","HNE"
"germany","white",1862,4,"","sg","","HNE"
"germany","white",1865,5,"","sg","","HNE"
"germany","white",1869,5,"","sg","","HNE"
"germany","white",1880,4,"","sg","","HNE"
"germany","white",1886,4,"","sg","","HNE"
"germany","white",1893,5,"","sg","","HNE"
"germany","white",1900,3,"","sg","","HNE"
"germany","white",1901,3,"","sg","","HNE"
"germany","white",1904,4,"","sg","","HNE"
"germany","white",1905,3,"","sg","","HNE"
"germany","white",1907,3,"","sg","","HNE"
"germany","white",1911,5,"","sg","","HNE"
"germany","white",1915,4,"","sg","","HNE"
"germany","white",1917,4,"","sg","","HNE"
"germany","white",1920,4,"","sg","","HNE"
"germany","white",1921,5,"","sg","","HNE"
"germany","white",1926,3,"","sg","","HNE"
"germany","white",1929,4,"","sg","","HNE"
"germany","white",1934,4,"","sg","","HNE"
"germany","white",1937,5,"","sg","","HNE"
"germany","white",1942,3,"(v)","sg","(v)","HNE"
"germany","white",1942,4,"","sg",NA,NA
"germany","white",1943,3,"","sg","","HNE"
"germany","white",1945,5,"","sg","","HNE"
"germany","white",1946,3,"","sg","","HNE"
"germany","white",1947,4,"","sg","","HNE"
"germany","white",1949,5,"","sg","","HNE"
"germany","white",1952,3,"","sg","","HNE"
"germany","white",1953,5,"","sg","","HNE"
"germany","white",1959,4,"","sg",NA,NA
"germany","white",1959,5,"","sg","","HNE"
"germany","white",1961,3,"(v)","sg","(v)","HNE"
"germany","white",1963,3,"(v)","sg","(v)","HNE"
"germany","white",1963,4,NA,NA,"","HNE"
"germany","white",1964,4,"","sg",NA,NA
"germany","white",1966,3,"","sg","","HNE"
"germany","white",1967,5,"(v)","sg","(v)","HNE"
"germany","white",1969,3,"","sg","","HNE"
"germany","white",1970,3,"","sg","","HNE"
"germany","white",1971,5,"","sg","","HNE"
"germany","white",1973,5,"(v)","sg","(v)","HNE"
"germany","white",1975,4,"","sg","","HNE"
"germany","white",1976,4,"","sg","","HNE"
"germany","white",1979,3,"","sg","","HNE"
"germany","white",1983,4,"","sg","","HNE"
"germany","white",1985,3,"","sg","","HNE"
"germany","white",1986,3,"(v)","sg","(v)","HNE"
"germany","white",1988,4,"","sg","","HNE"
"germany","white",1989,4,"(v)","sg","(v)","HNE"
"germany","white",1990,5,"","sg","","HNE"
"germany","white",1991,3,"(v)","sg","(v)","HNE"
"germany","white",1992,4,"(v)","sg","(v)","HNE"
"germany","white",1993,5,"(v)","sg","(v)","HNE"
"germany","white",1994,4,"(v)","sg","(v)","HNE"
"germany","white",1995,4,"(v)","sg","(v)","HNE"
"germany","white",1996,4,"(v)","sg","(v)","HNE"
"germany","white",1997,4,"","sg","","HNE"
"germany","white",1998,4,"","sg","","HNE"
"germany","white",1999,4,"","sg","","HNE"
"germany","white",2000,3,NA,NA,"(v)","HNE"
"germany","white",2001,4,NA,NA,"","HNE"
"loire","sweet",1928,5,"","sg","","HNE"
"loire","sweet",1933,3,"","sg","","HNE"
"loire","sweet",1934,4,"","sg","","HNE"
"loire","sweet",1937,5,"","sg","","HNE"
"loire","sweet",1945,4,"","sg","","HNE"
"loire","sweet",1947,5,"","sg","","HNE"
"loire","sweet",1949,5,"","sg","","HNE"
"loire","sweet",1953,3,"","sg","","HNE"
"loire","sweet",1955,3,"","sg","","HNE"
"loire","sweet",1959,5,"","sg","","HNE"
"loire","sweet",1962,4,"","sg","","HNE"
"loire","sweet",1964,5,"","sg","","HNE"
"loire","sweet",1966,3,"","sg","","HNE"
"loire","sweet",1969,3,"","sg","","HNE"
"loire","sweet",1971,4,"","sg","","HNE"
"loire","sweet",1975,3,"","sg","","HNE"
"loire","sweet",1976,4,"","sg","","HNE"
"loire","sweet",1978,3,"","sg","","HNE"
"loire","sweet",1982,3,"","sg","","HNE"
"loire","sweet",1985,4,"","sg","","HNE"
"loire","sweet",1986,4,"","sg","","HNE"
"loire","sweet",1988,4,"","sg","","HNE"
"loire","sweet",1989,5,"","sg","","HNE"
"loire","varies",1990,5,"","sg","","HNE"
"loire","varies",1993,3,"","sg","","HNE"
"loire","varies",1995,4,"","sg","","HNE"
"loire","varies",1996,4,"","sg","","HNE"
"loire","varies",1997,5,"","sg","","HNE"
"loire","varies",1998,3,"(v)","sg","(v)","HNE"
"loire","varies",1999,3,"","sg","","HNE"
"loire","varies",2000,3,NA,NA,"","HNE"
"madeira","varies",1789,4,"","sg","","HNE"
"madeira","varies",1792,4,"","sg","","HNE"
"madeira","varies",1793,5,"","sg","","HNE"
"madeira","varies",1795,5,"","sg","","HNE"
"madeira","varies",1798,5,"","sg","","HNE"
"madeira","varies",1802,5,"","sg","","HNE"
"madeira","varies",1808,5,"","sg","","HNE"
"madeira","varies",1811,3,"","sg","","HNE"
"madeira","varies",1815,3,"","sg","","HNE"
"madeira","varies",1821,4,"","sg","","HNE"
"madeira","varies",1822,5,"","sg","","HNE"
"madeira","varies",1826,4,"","sg","","HNE"
"madeira","varies",1827,4,"","sg","","HNE"
"madeira","varies",1830,5,"","sg","","HNE"
"madeira","varies",1832,3,"","sg","","HNE"
"madeira","varies",1834,4,"","sg","","HNE"
"madeira","varies",1836,5,"","sg","","HNE"
"madeira","varies",1837,4,"","sg","","HNE"
"madeira","varies",1839,4,"","sg","","HNE"
"madeira","varies",1845,3,"","sg","","HNE"
"madeira","varies",1846,5,"","sg","","HNE"
"madeira","varies",1850,4,"","sg","","HNE"
"madeira","varies",1860,4,"","sg","","HNE"
"madeira","varies",1862,5,"","sg","","HNE"
"madeira","varies",1863,4,"","sg","","HNE"
"madeira","varies",1864,3,"","sg","","HNE"
"madeira","varies",1868,5,"","sg","","HNE"
"madeira","varies",1870,4,"","sg","","HNE"
"madeira","varies",1875,4,"","sg","","HNE"
"madeira","varies",1877,3,"","sg","","HNE"
"madeira","varies",1879,3,"","sg","","HNE"
"madeira","varies",1891,3,"","sg","","HNE"
"madeira","varies",1892,3,"","sg","","HNE"
"madeira","varies",1893,4,"","sg","","HNE"
"madeira","varies",1895,4,"","sg","","HNE"
"madeira","varies",1898,4,"","sg","","HNE"
"madeira","varies",1899,4,"","sg","","HNE"
"madeira","varies",1900,5,"","sg","","HNE"
"madeira","varies",1901,5,"","sg","","HNE"
"madeira","varies",1903,3,"","sg","","HNE"
"madeira","varies",1905,3,"","sg","","HNE"
"madeira","varies",1907,3,"","sg","","HNE"
"madeira","varies",1908,4,"","sg","","HNE"
"madeira","varies",1910,5,"","sg","","HNE"
"madeira","varies",1911,4,"","sg","","HNE"
"madeira","varies",1912,3,"","sg","","HNE"
"madeira","varies",1913,3,"","sg","","HNE"
"madeira","varies",1914,4,"","sg","","HNE"
"madeira","varies",1915,3,"","sg","","HNE"
"madeira","varies",1916,3,"","sg","","HNE"
"madeira","varies",1920,4,"","sg","","HNE"
"madeira","varies",1926,4,"","sg","","HNE"
"madeira","varies",1927,3,"","sg","","HNE"
"madeira","varies",1933,3,"","sg","","HNE"
"madeira","varies",1934,4,"","sg","","HNE"
"madeira","varies",1935,3,"","sg","","HNE"
"madeira","varies",1936,5,"","sg","","HNE"
"madeira","varies",1939,4,"","sg","","HNE"
"madeira","varies",1940,4,"","sg","","HNE"
"madeira","varies",1941,4,"","sg","","HNE"
"madeira","varies",1945,3,"","sg","","HNE"
"madeira","varies",1952,3,"","sg","","HNE"
"madeira","varies",1954,4,"","sg","","HNE"
"madeira","varies",1957,4,"","sg","","HNE"
"madeira","varies",1958,3,"","sg","","HNE"
"madeira","varies",1960,3,"","sg","","HNE"
"madeira","varies",1964,3,"","sg","","HNE"
"madeira","varies",1966,4,"","sg","","HNE"
"madeira","varies",1968,4,"","sg","","HNE"
"madeira","varies",1971,3,"","sg","","HNE"
"madeira","varies",1995,4,"","sg","","HNE"
"northern rhone","red",1900,5,NA,NA,"","HNE"
"northern rhone","red",1929,5,"","sg","","HNE"
"northern rhone","red",1933,4,"","sg","","HNE"
"northern rhone","red",1934,3,"","sg","","HNE"
"northern rhone","red",1937,4,"","sg","","HNE"
"northern rhone","red",1942,3,"","sg","","HNE"
"northern rhone","red",1943,4,"","sg","","HNE"
"northern rhone","red",1945,5,"","sg","","HNE"
"northern rhone","red",1947,4,"","sg","","HNE"
"northern rhone","red",1949,5,"","sg","","HNE"
"northern rhone","red",1952,4,"","sg","","HNE"
"northern rhone","red",1953,4,"","sg","","HNE"
"northern rhone","red",1955,4,"","sg","","HNE"
"northern rhone","red",1957,4,"","sg","","HNE"
"northern rhone","red",1959,5,"","sg","","HNE"
"northern rhone","red",1961,5,"","sg","","HNE"
"northern rhone","red",1962,4,"","sg","","HNE"
"northern rhone","red",1962,4,"","sg","","HNE"
"northern rhone","red",1964,4,"","sg","","HNE"
"northern rhone","red",1966,4,"","sg","","HNE"
"northern rhone","red",1967,4,"","sg","","HNE"
"northern rhone","red",1969,5,"","sg","","HNE"
"northern rhone","red",1970,4,"","sg","","HNE"
"northern rhone","red",1971,5,"","sg","","HNE"
"northern rhone","red",1972,4,"(v) except Cote-Rotie","sg","(v)","HNE"
"northern rhone","red",1976,3,"(v)","sg","(v)","HNE"
"northern rhone","red",1978,5,"","sg","","HNE"
"northern rhone","red",1979,4,"","sg","","HNE"
"northern rhone","red",1981,3,"(v)","sg","(v)","HNE"
"northern rhone","red",1982,4,"","sg","","HNE"
"northern rhone","red",1983,5,"","sg","","HNE"
"northern rhone","red",1985,5,"","sg","","HNE"
"northern rhone","red",1986,3,"(v)","sg","(v)","HNE"
"northern rhone","red",1988,4,"","sg","","HNE"
"northern rhone","red",1989,4,"","sg","","HNE"
"northern rhone","red",1990,5,"","sg",NA,NA
"northern rhone","red",1991,3,"","sg","","HNE"
"northern rhone","red",1992,3,"(v)","sg","(v)","HNE"
"northern rhone","red",1995,4,"","sg","","HNE"
"northern rhone","red",1996,3,"(v)","sg","(v)","HNE"
"northern rhone","red",1997,3,"","sg","","HNE"
"northern rhone","red",1998,5,"","sg","","HNE"
"northern rhone","red",1999,5,"","sg","","HNE"
"northern rhone","red",2000,3,NA,NA,"","HNE"
"piedmont italy","red",1945,4,"piedmont","sg","","HNE"
"piedmont italy","red",1947,5,"piedmont","sg","","HNE"
"piedmont italy","red",1949,3,"piedmont","sg","","HNE"
"piedmont italy","red",1952,4,"piedmont","sg","","HNE"
"piedmont italy","red",1955,3,"piedmont","sg","","HNE"
"piedmont italy","red",1958,5,"piedmont","sg","","HNE"
"piedmont italy","red",1959,5,"piedmont","sg","","HNE"
"piedmont italy","red",1961,5,"piedmont","sg","","HNE"
"piedmont italy","red",1962,3,"piedmont","sg","","HNE"
"piedmont italy","red",1964,5,"piedmont","sg","","HNE"
"piedmont italy","red",1967,4,"piedmont","sg","","HNE"
"piedmont italy","red",1968,3,"piedmont","sg","","HNE"
"piedmont italy","red",1969,3,"piedmont","sg","","HNE"
"piedmont italy","red",1970,4,"piedmont","sg","","HNE"
"piedmont italy","red",1971,5,"piedmont","sg","","HNE"
"piedmont italy","red",1974,5,"piedmont","sg","","HNE"
"piedmont italy","red",1978,5,"piedmont","sg","","HNE"
"piedmont italy","red",1979,3,"piedmont","sg","","HNE"
"piedmont italy","red",1982,5,"piedmont","sg","","HNE"
"piedmont italy","red",1983,3,"piedmont","sg","","HNE"
"piedmont italy","red",1985,5,"piedmont","sg","","HNE"
"piedmont italy","red",1986,4,"piedmont","sg","","HNE"
"piedmont italy","red",1987,3,"(v); piedmont","sg","(v)","HNE"
"piedmont italy","red",1988,5,"piedmont","sg","","HNE"
"piedmont italy","red",1989,4,"piedmont","sg","","HNE"
"piedmont italy","red",1990,5,"piedmont","sg","","HNE"
"piedmont italy","red",1993,3,"(v); piedmont","sg","(v)","HNE"
"piedmont italy","red",1995,3,"piedmont","sg","","HNE"
"piedmont italy","red",1996,4,"piedmont","sg","","HNE"
"piedmont italy","red",1997,5,"piedmont","sg","","HNE"
"piedmont italy","red",1998,3,"(v); piedmont","sg","(v)","HNE"
"piedmont italy","red",1999,4,"piedmont","sg","","HNE"
"piedmont italy","red",2000,4,NA,NA,"","HNE"
"port","red",1811,5,"","sg","","HNE"
"port","red",1815,4,"","sg","","HNE"
"port","red",1820,3,"","sg","","HNE"
"port","red",1834,5,"","sg","","HNE"
"port","red",1837,3,"","sg","","HNE"
"port","red",1840,3,"","sg","","HNE"
"port","red",1847,5,"","sg","","HNE"
"port","red",1851,4,"","sg","","HNE"
"port","red",1853,4,"","sg","","HNE"
"port","red",1854,3,"","sg","","HNE"
"port","red",1858,3,"","sg","","HNE"
"port","red",1863,5,"","sg","","HNE"
"port","red",1868,4,"","sg","","HNE"
"port","red",1869,3,"","sg","","HNE"
"port","red",1870,5,"","sg","","HNE"
"port","red",1872,3,"","sg","","HNE"
"port","red",1873,3,"","sg","","HNE"
"port","red",1875,4,"","sg","","HNE"
"port","red",1877,3,"","sg","","HNE"
"port","red",1878,5,"","sg","","HNE"
"port","red",1881,3,"","sg","","HNE"
"port","red",1884,5,"","sg","","HNE"
"port","red",1887,3,"","sg","","HNE"
"port","red",1890,3,"","sg","","HNE"
"port","red",1893,3,"","sg","","HNE"
"port","red",1895,3,"","sg","","HNE"
"port","red",1896,4,"","sg","","HNE"
"port","red",1897,4,"","sg","","HNE"
"port","red",1900,5,"","sg","","HNE"
"port","red",1904,4,"","sg","","HNE"
"port","red",1908,5,"","sg","","HNE"
"port","red",1910,3,"","sg","","HNE"
"port","red",1911,3,"","sg","","HNE"
"port","red",1912,5,"","sg","","HNE"
"port","red",1917,3,"","sg","","HNE"
"port","red",1920,4,"","sg","","HNE"
"port","red",1922,3,"","sg","","HNE"
"port","red",1924,4,"","sg","","HNE"
"port","red",1927,5,"","sg","","HNE"
"port","red",1931,5,"","sg","","HNE"
"port","red",1933,3,"","sg","","HNE"
"port","red",1934,4,"","sg","","HNE"
"port","red",1935,5,"","sg","","HNE"
"port","red",1942,3,"","sg","","HNE"
"port","red",1944,4,"","sg","","HNE"
"port","red",1945,5,"","sg","","HNE"
"port","red",1947,4,"","sg","","HNE"
"port","red",1948,4,"","sg","","HNE"
"port","red",1954,3,"","sg","","HNE"
"port","red",1955,5,"","sg","","HNE"
"port","red",1958,3,"","sg","","HNE"
"port","red",1960,4,"","sg","","HNE"
"port","red",1961,3,"","sg","","HNE"
"port","red",1963,5,"","sg","","HNE"
"port","red",1966,5,"","sg","","HNE"
"port","red",1970,5,"","sg","","HNE"
"port","red",1977,5,"","sg","","HNE"
"port","red",1980,3,"","sg","","HNE"
"port","red",1982,3,"(v)","sg","(v)","HNE"
"port","red",1983,4,"","sg","","HNE"
"port","red",1985,4,"","sg","","HNE"
"port","red",1987,3,"(v)","sg","(v)","HNE"
"port","red",1989,3,"","sg","","HNE"
"port","red",1990,3,"(v)","sg","(v)","HNE"
"port","red",1991,4,"","sg","","HNE"
"port","red",1992,4,"(v)","sg","(v)","HNE"
"port","red",1994,4,"","sg","","HNE"
"port","red",1995,3,"","sg","","HNE"
"port","red",1996,3,"","sg","","HNE"
"port","red",1997,4,"","sg","","HNE"
"port","red",1998,3,"(v)","sg","(v)","HNE"
"port","red",1999,3,"","sg","","HNE"
"port","red",2000,5,NA,NA,"","HNE"
"southern rhone","red",1929,5,"","sg","","HNE"
"southern rhone","red",1934,4,"","sg","","HNE"
"southern rhone","red",1937,4,"","sg","","HNE"
"southern rhone","red",1939,3,"","sg","","HNE"
"southern rhone","red",1944,3,"","sg","","HNE"
"southern rhone","red",1945,5,"","sg","","HNE"
"southern rhone","red",1947,4,"","sg","","HNE"
"southern rhone","red",1949,5,"","sg","","HNE"
"southern rhone","red",1952,5,"","sg","","HNE"
"southern rhone","red",1953,3,"","sg","","HNE"
"southern rhone","red",1955,4,"","sg","","HNE"
"southern rhone","red",1957,4,"","sg","","HNE"
"southern rhone","red",1959,5,"","sg","","HNE"
"southern rhone","red",1961,5,"","sg","","HNE"
"southern rhone","red",1962,4,"","sg","","HNE"
"southern rhone","red",1964,4,"","sg","","HNE"
"southern rhone","red",1966,3,"","sg","","HNE"
"southern rhone","red",1967,4,"","sg","","HNE"
"southern rhone","red",1969,4,"","sg","","HNE"
"southern rhone","red",1970,5,"","sg","","HNE"
"southern rhone","red",1971,4,"","sg","","HNE"
"southern rhone","red",1972,3,"(v)","sg","(v)","HNE"
"southern rhone","red",1978,5,"","sg","","HNE"
"southern rhone","red",1979,3,"","sg","","HNE"
"southern rhone","red",1980,3,"","sg","","HNE"
"southern rhone","red",1981,3,"(v)","sg","(v)","HNE"
"southern rhone","red",1982,4,"","sg","","HNE"
"southern rhone","red",1983,5,"","sg","","HNE"
"southern rhone","red",1985,5,"","sg","","HNE"
"southern rhone","red",1986,3,"(v)","sg","(v)","HNE"
"southern rhone","red",1988,3,"","sg","","HNE"
"southern rhone","red",1989,5,"","sg","","HNE"
"southern rhone","red",1990,5,"","sg","","HNE"
"southern rhone","red",1992,3,"(v)","sg","(v)","HNE"
"southern rhone","red",1995,5,"","sg","","HNE"
"southern rhone","red",1996,3,"(v)","sg","(v)","HNE"
"southern rhone","red",1997,3,"","sg","","HNE"
"southern rhone","red",1998,5,"","sg","","HNE"
"southern rhone","red",1999,4,"","sg","","HNE"
"southern rhone","red",2000,3,NA,NA,"","HNE"
"tokaji","sweet",1811,4,"","sg","","HNE"
"tokaji","sweet",1834,5,"","sg","","HNE"
"tokaji","sweet",1865,3,"","sg","","HNE"
"tokaji","sweet",1876,4,"","sg","","HNE"
"tokaji","sweet",1885,5,"","sg","","HNE"
"tokaji","sweet",1889,5,"","sg",NA,NA
"tokaji","sweet",1900,5,"","sg","","HNE"
"tokaji","sweet",1901,4,"","sg","","HNE"
"tokaji","sweet",1904,4,"","sg","","HNE"
"tokaji","sweet",1906,4,"","sg","","HNE"
"tokaji","sweet",1912,5,"","sg","","HNE"
"tokaji","sweet",1917,3,"","sg","","HNE"
"tokaji","sweet",1924,5,"","sg","","HNE"
"tokaji","sweet",1935,4,"","sg","","HNE"
"tokaji","sweet",1937,5,"","sg","","HNE"
"tokaji","sweet",1943,3,"","sg","","HNE"
"tokaji","sweet",1945,5,"","sg","","HNE"
"tokaji","sweet",1947,5,"","sg","","HNE"
"tokaji","sweet",1952,5,"","sg","","HNE"
"tokaji","sweet",1956,3,"","sg","","HNE"
"tokaji","sweet",1957,5,"","sg","","HNE"
"tokaji","sweet",1961,4,"","sg","","HNE"
"tokaji","sweet",1963,5,"","sg","","HNE"
"tokaji","sweet",1964,4,"","sg","","HNE"
"tokaji","sweet",1968,5,"","sg","","HNE"
"tokaji","sweet",1972,5,"","sg","","HNE"
"tokaji","sweet",1973,3,"","sg","","HNE"
"tokaji","sweet",1975,4,"","sg","","HNE"
"tokaji","sweet",1981,4,"","sg","","HNE"
"tokaji","sweet",1983,5,"","sg","","HNE"
"tokaji","sweet",1988,4,"","sg","","HNE"
"tokaji","sweet",1990,3,"","sg","","HNE"
"tokaji","sweet",1991,4,"","sg","","HNE"
"tokaji","sweet",1992,4,"","sg","","HNE"
"tokaji","sweet",1993,5,"","sg","","HNE"
"tokaji","sweet",1996,4,"","sg","","HNE"
"tokaji","sweet",1997,3,"","sg","","HNE"
"tokaji","sweet",1999,5,"","sg","","HNE"
"tokaji","sweet",2000,5,NA,NA,"","HNE"
"tuscany italy","red",1945,4,"tuscany","sg","","HNE"
"tuscany italy","red",1947,5,"tuscany","sg","","HNE"
"tuscany italy","red",1949,3,"tuscany","sg","","HNE"
"tuscany italy","red",1952,3,"tuscany","sg","","HNE"
"tuscany italy","red",1952,5,"tuscany","sg",NA,NA
"tuscany italy","red",1955,4,"tuscany","sg","","HNE"
"tuscany italy","red",1958,3,"tuscany","sg","","HNE"
"tuscany italy","red",1959,3,"tuscany","sg","","HNE"
"tuscany italy","red",1961,3,"tuscany","sg","","HNE"
"tuscany italy","red",1962,5,NA,NA,"","HNE"
"tuscany italy","red",1964,5,"tuscany","sg","","HNE"
"tuscany italy","red",1967,5,"tuscany","sg","","HNE"
"tuscany italy","red",1968,4,"tuscany","sg","","HNE"
"tuscany italy","red",1970,3,"tuscany","sg","","HNE"
"tuscany italy","red",1971,5,"tuscany","sg","","HNE"
"tuscany italy","red",1973,3,"tuscany","sg","","HNE"
"tuscany italy","red",1975,4,"(v);tuscany","sg","(v)","HNE"
"tuscany italy","red",1977,4,"tuscany","sg","","HNE"
"tuscany italy","red",1978,5,"tuscany","sg","","HNE"
"tuscany italy","red",1979,4,"tuscany","sg","","HNE"
"tuscany italy","red",1981,3,"tuscany","sg","","HNE"
"tuscany italy","red",1982,5,"tuscany","sg","","HNE"
"tuscany italy","red",1983,3,"tuscany","sg","","HNE"
"tuscany italy","red",1985,5,"tuscany","sg","","HNE"
"tuscany italy","red",1986,4,"tuscany","sg","","HNE"
"tuscany italy","red",1987,3,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1988,5,"tuscany","sg","","HNE"
"tuscany italy","red",1989,3,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1990,5,"tuscany","sg","","HNE"
"tuscany italy","red",1993,3,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1994,4,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1995,5,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1996,4,"tuscany","sg","","HNE"
"tuscany italy","red",1997,5,"tuscany","sg","","HNE"
"tuscany italy","red",1998,3,"(v); tuscany","sg","(v)","HNE"
"tuscany italy","red",1999,4,"tuscany","sg","","HNE"
"tuscany italy","red",2000,4,NA,NA,"","HNE"
